"DateTime","Image name","Resolution width","Resolution height","Count of keypoints","Algorithm","Time to generate","Parallel"
"03-May-19 16:04:07","mpd01605_2536748281.jpg","1600","1200","29505","CudaOrientedFastAndRotatedBrief","584",""
"03-May-19 16:04:07","eugeniayjulian_21023507.jpg","2272","1704","30000","CudaOrientedFastAndRotatedBrief","680",""
"03-May-19 16:04:07","seppert_133362212.jpg","960","1280","27870","CudaOrientedFastAndRotatedBrief","556",""
"03-May-19 16:04:07","alex1961_2472451562.jpg","2250","3000","8500","CudaOrientedFastAndRotatedBrief","718",""
"03-May-19 16:04:07","sergemelki_2322056221.jpg","2514","1809","30000","CudaOrientedFastAndRotatedBrief","829",""
"03-May-19 16:04:07","lucamascaro_2133356088.jpg","1536","2048","20084","CudaOrientedFastAndRotatedBrief","525",""
"03-May-19 16:04:07","alex1961_2472453180.jpg","3000","2250","19920","CudaOrientedFastAndRotatedBrief","780",""
"03-May-19 16:04:07","13012027@N04_2073427575.jpg","768","1024","20772","CudaOrientedFastAndRotatedBrief","472",""
"03-May-19 16:04:07","lrargerich_2287086210.jpg","1200","1600","29068","CudaOrientedFastAndRotatedBrief","642",""
"03-May-19 16:04:07","everymosquito_15307966.jpg","849","1280","15634","CudaOrientedFastAndRotatedBrief","253",""
"03-May-19 16:04:07","11186165@N07_2297563319.jpg","681","1024","23246","CudaOrientedFastAndRotatedBrief","429",""
"03-May-19 16:04:07","8250661@N08_514024275.jpg","1280","960","27815","CudaOrientedFastAndRotatedBrief","719",""
"03-May-19 16:04:07","cfuga_1435758036.jpg","2048","1536","30000","CudaOrientedFastAndRotatedBrief","812",""
"03-May-19 16:04:07","inti_2555035132.jpg","2856","1904","30000","CudaOrientedFastAndRotatedBrief","868",""
"03-May-19 16:04:07","eugeniayjulian_21023057.jpg","1704","2272","30000","CudaOrientedFastAndRotatedBrief","792",""
"03-May-19 16:04:07","13284673@N00_416967273.jpg","2816","1880","30000","CudaOrientedFastAndRotatedBrief","787",""
"03-May-19 16:04:07","mvhargan_82931174.jpg","1536","2048","30000","CudaOrientedFastAndRotatedBrief","737",""
"03-May-19 16:04:07","mpd01605_2536748929.jpg","1600","1200","26220","CudaOrientedFastAndRotatedBrief","361",""
"03-May-19 16:04:07","shadowgate_240369654.jpg","768","1024","26075","CudaOrientedFastAndRotatedBrief","391",""
"03-May-19 16:04:07","jayniebell_2112882694.jpg","1944","2592","30000","CudaOrientedFastAndRotatedBrief","744",""
"03-May-19 16:04:07","13012027@N04_2074188818.jpg","768","1024","15090","CudaOrientedFastAndRotatedBrief","229",""
"03-May-19 16:04:07","algreen_2068599265.jpg","1600","1200","29740","CudaOrientedFastAndRotatedBrief","266",""
"03-May-19 16:04:07","chodhound_2268079495.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","860",""
"03-May-19 16:04:07","everymosquito_15307982.jpg","1280","849","26901","CudaOrientedFastAndRotatedBrief","130",""
"03-May-19 16:04:07","alex1961_2472454100.jpg","3000","2250","17839","CudaOrientedFastAndRotatedBrief","472",""
"03-May-19 16:04:07","ishane_1082781807.jpg","1280","853","18133","CudaOrientedFastAndRotatedBrief","212",""
"03-May-19 16:04:07","10190279@N06_1027171096.jpg","1024","685","25169","CudaOrientedFastAndRotatedBrief","304",""
"03-May-19 16:04:07","luxtonnerre_2216740946.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","541",""
"03-May-19 16:04:07","cfuga_1435759762.jpg","2048","1536","30000","CudaOrientedFastAndRotatedBrief","309",""
"03-May-19 16:04:07","lrargerich_2377802368.jpg","1506","1191","29793","CudaOrientedFastAndRotatedBrief","516",""
"03-May-19 16:04:07","13012027@N04_2074221384.jpg","768","1024","13887","CudaOrientedFastAndRotatedBrief","177",""
"03-May-19 16:04:08","fabriceterrasson_52945251.jpg","800","1024","26565","CudaOrientedFastAndRotatedBrief","383",""
"03-May-19 16:04:08","mpd01605_2537567160.jpg","1600","1200","26730","CudaOrientedFastAndRotatedBrief","354",""
"03-May-19 16:04:08","jaumemeneses_1808511833.jpg","452","800","17377","CudaOrientedFastAndRotatedBrief","210",""
"03-May-19 16:04:08","12407269@N07_1291377840.jpg","2592","1728","30000","CudaOrientedFastAndRotatedBrief","518",""
"03-May-19 16:04:08","sfllaw_176455912.jpg","2592","1944","30000","CudaOrientedFastAndRotatedBrief","823",""
"03-May-19 16:04:08","27101262@N00_7536391.jpg","460","416","7747","CudaOrientedFastAndRotatedBrief","234",""
"03-May-19 16:04:08","16547151@N00_1491643588.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","687",""
"03-May-19 16:04:08","algreen_2069395624.jpg","1600","1200","29931","CudaOrientedFastAndRotatedBrief","597",""
"03-May-19 16:04:08","fat_tony_2354545518.jpg","600","800","15785","CudaOrientedFastAndRotatedBrief","514",""
"03-May-19 16:04:08","naixn_2149239263.jpg","3000","1995","30000","CudaOrientedFastAndRotatedBrief","1091",""
"03-May-19 16:04:08","13012027@N04_2073398235.jpg","1024","768","23203","CudaOrientedFastAndRotatedBrief","611",""
"03-May-19 16:04:08","29198100@N00_2055593900.jpg","1365","2048","28414","CudaOrientedFastAndRotatedBrief","551",""
"03-May-19 16:04:08","18472724@N00_80247117.jpg","600","800","12665","CudaOrientedFastAndRotatedBrief","450",""
"03-May-19 16:04:08","luxtonnerre_2216741402.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","924",""
"03-May-19 16:04:08","fat_tony_2354546364.jpg","800","600","16259","CudaOrientedFastAndRotatedBrief","238",""
"03-May-19 16:04:08","lucamascaro_2132575017.jpg","2048","1536","29776","CudaOrientedFastAndRotatedBrief","878",""
"03-May-19 16:04:08","chodhound_2268866260.jpg","2000","3000","30000","CudaOrientedFastAndRotatedBrief","1061",""
"03-May-19 16:04:08","jayniebell_2112884556.jpg","2592","1944","30000","CudaOrientedFastAndRotatedBrief","1104",""
"03-May-19 16:04:08","shadowgate_225197315.jpg","1488","1984","25135","CudaOrientedFastAndRotatedBrief","682",""
"03-May-19 16:04:08","fabiovenni_73169217.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","1089",""
"03-May-19 16:04:08","jedalani_2452517640.jpg","853","1280","27460","CudaOrientedFastAndRotatedBrief","758",""
"03-May-19 16:04:08","chelseagirlphotos_228042525.jpg","2592","1944","30000","CudaOrientedFastAndRotatedBrief","991",""
"03-May-19 16:04:08","alex1961_2475166768.jpg","2348","3000","30000","CudaOrientedFastAndRotatedBrief","1096",""
"03-May-19 16:04:08","mphs_1472297701.jpg","2877","2675","30000","CudaOrientedFastAndRotatedBrief","799",""
"03-May-19 16:04:08","shereen84_2312768811.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","1203",""
"03-May-19 16:04:08","algreen_2069396184.jpg","1600","1200","30000","CudaOrientedFastAndRotatedBrief","540",""
"03-May-19 16:04:08","10699036@N08_2183236005.jpg","2688","2016","30000","CudaOrientedFastAndRotatedBrief","1091",""
"03-May-19 16:04:08","32219531@N00_102756761.jpg","1024","768","20406","CudaOrientedFastAndRotatedBrief","139",""
"03-May-19 16:04:09","25556223@N04_2494937213.jpg","778","1037","24173","CudaOrientedFastAndRotatedBrief","131",""
"03-May-19 16:04:09","fcrippa_925488717.jpg","1600","1064","29670","CudaOrientedFastAndRotatedBrief","134",""
"03-May-19 16:04:09","shadowgate_240368134.jpg","768","1024","22111","CudaOrientedFastAndRotatedBrief","187",""
"03-May-19 16:04:09","lucamascaro_2133355132.jpg","2048","1536","29045","CudaOrientedFastAndRotatedBrief","369",""
"03-May-19 16:04:09","77163391@N00_428510490.jpg","3000","1998","30000","CudaOrientedFastAndRotatedBrief","593",""
"03-May-19 16:04:09","jedalani_2452517846.jpg","853","1280","17922","CudaOrientedFastAndRotatedBrief","241",""
"03-May-19 16:04:09","naixn_2150029940.jpg","3000","1995","30000","CudaOrientedFastAndRotatedBrief","639",""
"03-May-19 16:04:09","32856635@N00_534392407.jpg","1278","851","12448","CudaOrientedFastAndRotatedBrief","141",""
"03-May-19 16:04:09","chrispearson72_350575075.jpg","2560","1920","30000","CudaOrientedFastAndRotatedBrief","502",""
"03-May-19 16:04:09","luxtonnerre_2216741892.jpg","2000","3000","30000","CudaOrientedFastAndRotatedBrief","745",""
"03-May-19 16:04:09","lynxman_682732590.jpg","1024","768","13609","CudaOrientedFastAndRotatedBrief","292",""
"03-May-19 16:04:09","algreen_2106154790.jpg","1600","1380","30000","CudaOrientedFastAndRotatedBrief","474",""
"03-May-19 16:04:09","jayniebell_2112886120.jpg","2592","1944","30000","CudaOrientedFastAndRotatedBrief","784",""
"03-May-19 16:04:09","79109252@N00_2337647384.jpg","1024","680","12451","CudaOrientedFastAndRotatedBrief","429",""
"03-May-19 16:04:10","chodhound_2268076679.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","837",""
"03-May-19 16:04:10","chrispearson72_463209906.jpg","800","600","20263","CudaOrientedFastAndRotatedBrief","466",""
"03-May-19 16:04:10","fcrippa_925498447.jpg","1600","1064","29711","CudaOrientedFastAndRotatedBrief","725",""
"03-May-19 16:04:10","niai_180201624.jpg","768","1024","24949","CudaOrientedFastAndRotatedBrief","512",""
"03-May-19 16:04:10","malias_55125824.jpg","588","817","7421","CudaOrientedFastAndRotatedBrief","375",""
"03-May-19 16:04:10","alexindigo_380946248.jpg","1997","3000","27700","CudaOrientedFastAndRotatedBrief","885",""
"03-May-19 16:04:10","naixn_2150033668.jpg","3000","1995","3360","CudaOrientedFastAndRotatedBrief","859",""
"03-May-19 16:04:10","36202631@N00_201713249.jpg","960","1280","19589","CudaOrientedFastAndRotatedBrief","533",""
"03-May-19 16:04:10","achtundsiebzig_196444302.jpg","600","800","19959","CudaOrientedFastAndRotatedBrief","394",""
"03-May-19 16:04:10","jfuentejr_225869936.jpg","768","1024","22289","CudaOrientedFastAndRotatedBrief","327",""
"03-May-19 16:04:10","alinesalazar_278889194.jpg","800","1067","22190","CudaOrientedFastAndRotatedBrief","379",""
"03-May-19 16:04:10","fabiovenni_73179131.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","1069",""
"03-May-19 16:04:10","shereen84_2312774681.jpg","3000","2000","30000","CudaOrientedFastAndRotatedBrief","971",""
"03-May-19 16:04:10","shoshanah_19373152.jpg","1728","2304","29967","CudaOrientedFastAndRotatedBrief","766",""
"03-May-19 16:04:10","79109252@N00_2337647460.jpg","680","1024","23741","CudaOrientedFastAndRotatedBrief","290",""
"03-May-19 16:04:10","chrispearson72_463215317.jpg","800","600","6982","CudaOrientedFastAndRotatedBrief","187",""
"03-May-19 16:04:10","jensview_249436467.jpg","1536","2048","30000","CudaOrientedFastAndRotatedBrief","749",""
"03-May-19 16:04:10","clark_55429804.jpg","1280","960","1890","CudaOrientedFastAndRotatedBrief","191",""
"03-May-19 16:04:10","85428086@N00_231120978.jpg","2576","1932","30000","CudaOrientedFastAndRotatedBrief","1031",""
"03-May-19 16:04:10","85428086@N00_231123840.jpg","2576","1932","30000","CudaOrientedFastAndRotatedBrief","987",""
"03-May-19 16:04:10","m500_2329208766.jpg","2816","1880","30000","CudaOrientedFastAndRotatedBrief","587",""
"03-May-19 16:04:10","fcrippa_926330038.jpg","1600","1064","29319","CudaOrientedFastAndRotatedBrief","226",""
"03-May-19 16:04:10","malias_460325942.jpg","1389","1170","29428","CudaOrientedFastAndRotatedBrief","178",""
"03-May-19 16:04:10","acme_11938410.jpg","435","580","10020","CudaOrientedFastAndRotatedBrief","69",""
"03-May-19 16:04:10","49325640@N00_3802233.jpg","681","1024","25495","CudaOrientedFastAndRotatedBrief","114",""
"03-May-19 16:04:10","alexindigo_380947116.jpg","3000","1999","6641","CudaOrientedFastAndRotatedBrief","288",""
"03-May-19 16:04:10","allez_asnl_2086643493.jpg","512","384","6013","CudaOrientedFastAndRotatedBrief","114",""
"03-May-19 16:04:10","narno_233091596.jpg","1704","2272","20217","CudaOrientedFastAndRotatedBrief","227",""
"03-May-19 16:04:10","jfuentejr_225870092.jpg","768","1024","25096","CudaOrientedFastAndRotatedBrief","136",""
"03-May-19 16:04:10","fiex_111422375.jpg","720","1280","23922","CudaOrientedFastAndRotatedBrief","104",""
"03-May-19 16:04:10","nickstenning_2127919630.jpg","3000","1995","30000","CudaOrientedFastAndRotatedBrief","378",""
"03-May-19 16:04:10","shereen84_2313154132.jpg","638","461","10093","CudaOrientedFastAndRotatedBrief","56",""
"03-May-19 16:04:10","sicnarf_524914384.jpg","1600","1200","29940","CudaOrientedFastAndRotatedBrief","99",""
"03-May-19 16:04:10","79109252@N00_2337647534.jpg","680","1024","21252","CudaOrientedFastAndRotatedBrief","67",""
"03-May-19 16:04:10","chrispearson72_463215895.jpg","800","600","20734","CudaOrientedFastAndRotatedBrief","54",""
"03-May-19 16:04:10","clark_55429853.jpg","1280","960","6219","CudaOrientedFastAndRotatedBrief","67",""
"03-May-19 16:04:10","m500_2346149454.jpg","1276","901","27206","CudaOrientedFastAndRotatedBrief","65",""
"03-May-19 16:04:10","85428086@N00_231121544.jpg","1932","2576","30000","CudaOrientedFastAndRotatedBrief","233",""
"03-May-19 16:04:10","fcrippa_926349556.jpg","1600","1064","11091","CudaOrientedFastAndRotatedBrief","161",""
"03-May-19 16:04:10","acme_11938422.jpg","773","580","18246","CudaOrientedFastAndRotatedBrief","87",""
"03-May-19 16:04:10","jessicamullen_402321359.jpg","2592","1944","30000","CudaOrientedFastAndRotatedBrief","322",""
"03-May-19 16:04:10","49968830@N00_65656119.jpg","768","1024","22341","CudaOrientedFastAndRotatedBrief","91",""
"03-May-19 16:04:10","85428086@N00_231124124.jpg","2576","1932","30000","CudaOrientedFastAndRotatedBrief","285",""
"03-May-19 16:04:11","aoifecahill_379216618.jpg","1024","686","11175","CudaOrientedFastAndRotatedBrief","44",""
"03-May-19 16:04:11","allez_asnl_2087428412.jpg","512","384","5286","CudaOrientedFastAndRotatedBrief","41",""
"03-May-19 16:04:11","ndrwfgg_2398433927.jpg","1024","768","21155","CudaOrientedFastAndRotatedBrief","117",""
"03-May-19 16:04:11","malias_1215792909.jpg","2592","1944","30000","CudaOrientedFastAndRotatedBrief","250",""
"03-May-19 16:04:11","jfuentejr_225870212.jpg","768","1024","22824","CudaOrientedFastAndRotatedBrief","110",""
"03-May-19 16:04:11","fiol_1968085994.jpg","768","1024","20981","CudaOrientedFastAndRotatedBrief","93",""
"03-May-19 16:04:11","nikkole_200429059.jpg","600","400","8964","CudaOrientedFastAndRotatedBrief","89",""
"03-May-19 16:04:11","sirkarm_253091460.jpg","600","800","14116","CudaOrientedFastAndRotatedBrief","60",""
"03-May-19 16:04:11","81596301@N00_248194737.jpg","950","633","21848","CudaOrientedFastAndRotatedBrief","45",""
"03-May-19 16:04:11","spiderpop_550370418.jpg","2048","1462","30000","CudaOrientedFastAndRotatedBrief","148",""
"03-May-19 16:04:11","claytron_146512399.jpg","600","800","18088","CudaOrientedFastAndRotatedBrief","48",""
"03-May-19 16:04:11","chris-yunker_2516826799.jpg","1024","1536","27307","CudaOrientedFastAndRotatedBrief","105",""
"03-May-19 16:04:11","mairabc_966372068.jpg","2816","2112","26388","CudaOrientedFastAndRotatedBrief","130",""
"03-May-19 16:04:11","fermion_246868107.jpg","600","800","20796","CudaOrientedFastAndRotatedBrief","24",""
"03-May-19 16:04:11","acme_225281398.jpg","773","580","16799","CudaOrientedFastAndRotatedBrief","53",""
"03-May-19 16:04:11","85428086@N00_231121848.jpg","1932","2576","30000","CudaOrientedFastAndRotatedBrief","167",""
"03-May-19 16:04:11","jfuentejr_225869218.jpg","1024","768","22496","CudaOrientedFastAndRotatedBrief","48",""
"03-May-19 16:04:11","58308412@N00_74499252.jpg","689","1024","24760","CudaOrientedFastAndRotatedBrief","41",""
"03-May-19 16:04:11","aoifecahill_379218930.jpg","1024","686","15992","CudaOrientedFastAndRotatedBrief","41",""
"03-May-19 16:04:11","allez_asnl_2087428562.jpg","384","512","3111","CudaOrientedFastAndRotatedBrief","36",""
"03-May-19 16:04:11","97964364@N00_335393201.jpg","1536","2048","14845","CudaOrientedFastAndRotatedBrief","145",""
"03-May-19 16:04:11","ndrwfgg_2398437293.jpg","1024","768","25568","CudaOrientedFastAndRotatedBrief","110",""
"03-May-19 16:04:11","jfuentejr_225870475.jpg","1024","768","25946","CudaOrientedFastAndRotatedBrief","98",""
"03-May-19 16:04:11","manza_582001945.jpg","1600","1200","26063","CudaOrientedFastAndRotatedBrief","123",""
"03-May-19 16:04:11","noniq_211997949.jpg","768","1024","22499","CudaOrientedFastAndRotatedBrief","88",""
"03-May-19 16:04:11","81596301@N00_248197965.jpg","950","1425","28610","CudaOrientedFastAndRotatedBrief","117",""
"03-May-19 16:04:11","firepile_143641982.jpg","2048","1536","30000","CudaOrientedFastAndRotatedBrief","187",""
"03-May-19 16:04:11","stanw_643963501.jpg","645","800","20272","CudaOrientedFastAndRotatedBrief","87",""
"03-May-19 16:04:11","claytron_146512436.jpg","800","600","14775","CudaOrientedFastAndRotatedBrief","60",""
"03-May-19 16:04:11","skuds_2493453898.jpg","2848","2136","30000","CudaOrientedFastAndRotatedBrief","190",""
"03-May-19 16:04:11","chris-yunker_2517646296.jpg","1536","1024","29842","CudaOrientedFastAndRotatedBrief","109",""
"03-May-19 16:04:11","fesek_817116796.jpg","480","640","12463","CudaOrientedFastAndRotatedBrief","28",""
"03-May-19 16:04:12","acme_225281450.jpg","435","580","11193","CudaOrientedFastAndRotatedBrief","17",""
"03-May-19 16:04:12","jfuentejr_225869319.jpg","1024","768","13247","CudaOrientedFastAndRotatedBrief","30",""
"03-May-19 16:04:12","makuneros_2299381815.jpg","3000","1995","30000","CudaOrientedFastAndRotatedBrief","252",""
"03-May-19 16:04:12","85428086@N00_231122028.jpg","1932","2576","20128","CudaOrientedFastAndRotatedBrief","138",""
"03-May-19 16:04:12","adactio_502326700.jpg","1536","2048","4859","CudaOrientedFastAndRotatedBrief","99",""
"03-May-19 16:04:12","ndrwfgg_2399265212.jpg","800","739","20162","CudaOrientedFastAndRotatedBrief","39",""
"03-May-19 16:04:12","jfuentejr_225870552.jpg","768","1024","23431","CudaOrientedFastAndRotatedBrief","60",""
"03-May-19 16:04:12","97964364@N00_335399646.jpg","1536","2048","19797","CudaOrientedFastAndRotatedBrief","135",""
"03-May-19 16:04:12","maria_keays_2431513971.jpg","768","1024","13275","CudaOrientedFastAndRotatedBrief","108",""
"03-May-19 16:04:12","noniq_214143525.jpg","1024","768","11990","CudaOrientedFastAndRotatedBrief","112",""
"03-May-19 16:04:12","aprillynn77_2186028637.jpg","2175","2900","30000","CudaOrientedFastAndRotatedBrief","334",""
"03-May-19 16:04:12","allypark_2196306745.jpg","3000","2008","30000","CudaOrientedFastAndRotatedBrief","305",""
"03-May-19 16:04:12","claytron_146512503.jpg","800","600","19080","CudaOrientedFastAndRotatedBrief","51",""
"03-May-19 16:04:12","firepile_143642242.jpg","1536","2048","30000","CudaOrientedFastAndRotatedBrief","249",""
"03-May-19 16:04:12","85428086@N00_231120028.jpg","2576","1932","30000","CudaOrientedFastAndRotatedBrief","282",""
"03-May-19 16:04:12","slayeh_402644911.jpg","1200","1600","29993","CudaOrientedFastAndRotatedBrief","166",""
"03-May-19 16:04:12","chumpolo_2109779945.jpg","960","1280","28545","CudaOrientedFastAndRotatedBrief","113",""
"03-May-19 16:04:12","ashley_r_2406414679.jpg","2000","3000","30000","CudaOrientedFastAndRotatedBrief","354",""
"03-May-19 16:04:12","jfuentejr_225869442.jpg","1024","768","25871","CudaOrientedFastAndRotatedBrief","134",""
"03-May-19 16:04:12","stevecadman_767224793.jpg","3000","2250","30000","CudaOrientedFastAndRotatedBrief","502",""
"03-May-19 16:04:12","maldark_125080552.jpg","1280","960","12667","CudaOrientedFastAndRotatedBrief","152",""
"03-May-19 16:04:12","fhsu_34786504.jpg","3000","2000","29499","CudaOrientedFastAndRotatedBrief","332",""
"03-May-19 16:04:13","agostinofedeli_2185074889.jpg","960","1280","10865","CudaOrientedFastAndRotatedBrief","93",""
"03-May-19 16:04:13","ndrwfgg_2399266006.jpg","640","962","24517","CudaOrientedFastAndRotatedBrief","108",""
"03-May-19 16:04:13","acme_1875279484.jpg","2816","2112","30000","CudaOrientedFastAndRotatedBrief","350",""
"03-May-19 16:04:13","jfuentejr_225878157.jpg","768","1024","19801","CudaOrientedFastAndRotatedBrief","79",""
"03-May-19 16:04:13","85428086@N00_231122289.jpg","1932","2576","29254","CudaOrientedFastAndRotatedBrief","164",""
"03-May-19 16:04:13","npetten_27115903.jpg","1280","960","22511","CudaOrientedFastAndRotatedBrief","61",""
"03-May-19 16:04:13","97964364@N00_335401397.jpg","1536","2048","17204","CudaOrientedFastAndRotatedBrief","105",""
"03-May-19 16:04:13","aoifecahill_379215472.jpg","1024","686","18674","CudaOrientedFastAndRotatedBrief","83",""
"03-May-19 16:04:13","arkangel_213607446.jpg","2048","1536","19832","CudaOrientedFastAndRotatedBrief","144",""
"03-May-19 16:04:13","claytron_146512558.jpg","800","600","14324","CudaOrientedFastAndRotatedBrief","65",""
"03-May-19 16:04:13","mariaboismain_2061291111.jpg","1944","2592","30000","CudaOrientedFastAndRotatedBrief","190",""
"03-May-19 16:04:13","solgrundy_35298066.jpg","480","640","11824","CudaOrientedFastAndRotatedBrief","44",""
